session_id,user_id,started_at,device,channel,visited_at,viewed_at,carted_at,checked_out_at,purchased_at
S09883,U02393,2026-02-07T07:00:03Z,Mobile,Social,2026-02-07T07:00:03Z,2026-02-07T07:02:49Z,2026-02-07T07:03:14Z,,
S09884,U05930,2026-03-07T23:19:53Z,Mobile,Organic,2026-03-07T23:19:53Z,,,,
S09885,U05820,2026-03-12T21:15:05Z,Mobile,Social,2026-03-12T21:15:05Z,2026-03-12T21:15:28Z,,,
S09886,U01317,2026-03-30T03:00:29Z,Mobile,Email,2026-03-30T03:00:29Z,2026-03-30T03:01:33Z,2026-03-30T03:02:45Z,2026-03-30T03:03:06Z,2026-03-30T03:05:27Z
S09887,U03476,2026-02-10T07:56:55Z,Mobile,Organic,2026-02-10T07:56:55Z,2026-02-10T07:59:36Z,2026-02-10T08:01:14Z,2026-02-10T08:01:25Z,
S09888,U02615,2026-02-08T15:15:06Z,Mobile,Organic,2026-02-08T15:15:06Z,2026-02-08T15:17:21Z,,,
S09889,U05886,2026-01-05T04:23:05Z,Mobile,Email,2026-01-05T04:23:05Z,2026-01-05T04:24:13Z,,,
S09890,U04851,2026-01-02T00:11:31Z,Mobile,Organic,2026-01-02T00:11:31Z,2026-01-02T00:12:05Z,2026-01-02T00:15:00Z,,
S09891,U07452,2026-03-15T05:59:04Z,Mobile,Organic,2026-03-15T05:59:04Z,,,,
S09892,U03598,2026-02-19T04:00:36Z,Mobile,Organic,2026-02-19T04:00:36Z,2026-02-19T04:02:39Z,,,
S09893,U04111,2026-02-06T04:47:51Z,Mobile,Paid Search,2026-02-06T04:47:51Z,2026-02-06T04:49:56Z,,,
S09894,U02853,2026-01-04T23:04:27Z,Desktop,Paid Search,2026-01-04T23:04:27Z,2026-01-04T23:04:39Z,,,
S09895,U01461,2026-01-27T11:23:27Z,Desktop,Organic,2026-01-27T11:23:27Z,2026-01-27T11:26:02Z,2026-01-27T11:26:24Z,,
S09896,U02295,2026-01-15T05:54:54Z,Desktop,Paid Search,2026-01-15T05:54:54Z,2026-01-15T05:56:34Z,,,
S09897,U00687,2026-01-20T05:03:46Z,Mobile,Organic,2026-01-20T05:03:46Z,,,,
S09898,U07289,2026-02-17T02:46:05Z,Mobile,Paid Search,2026-02-17T02:46:05Z,,,,
S09899,U00404,2026-03-31T21:59:51Z,Mobile,Organic,2026-03-31T21:59:51Z,2026-03-31T22:01:36Z,,,
S09900,U02215,2026-01-29T12:27:00Z,Mobile,Organic,2026-01-29T12:27:00Z,,,,
S09901,U02870,2026-01-04T19:58:11Z,Desktop,Organic,2026-01-04T19:58:11Z,2026-01-04T20:01:05Z,,,
S09902,U01280,2026-03-12T14:17:08Z,Mobile,Paid Search,2026-03-12T14:17:08Z,,,,
S09903,U07589,2026-03-03T11:10:30Z,Mobile,Social,2026-03-03T11:10:30Z,2026-03-03T11:13:13Z,,,
S09904,U05069,2026-02-12T06:17:54Z,Mobile,Paid Search,2026-02-12T06:17:54Z,2026-02-12T06:20:39Z,,,
S09905,U00991,2026-03-16T16:07:24Z,Mobile,Organic,2026-03-16T16:07:24Z,2026-03-16T16:07:46Z,,,
S09906,U05564,2026-03-14T10:31:15Z,Mobile,Paid Search,2026-03-14T10:31:15Z,2026-03-14T10:31:31Z,,,
S09907,U00429,2026-01-10T12:40:49Z,Mobile,Paid Search,2026-01-10T12:40:49Z,,,,
S09908,U00903,2026-02-23T08:54:47Z,Desktop,Organic,2026-02-23T08:54:47Z,2026-02-23T08:56:47Z,,,
S09909,U02572,2026-03-22T12:05:47Z,Mobile,Organic,2026-03-22T12:05:47Z,2026-03-22T12:07:25Z,,,
S09910,U03307,2026-03-07T02:18:00Z,Mobile,Paid Search,2026-03-07T02:18:00Z,2026-03-07T02:18:44Z,,,
S09911,U07614,2026-01-27T07:14:20Z,Mobile,Email,2026-01-27T07:14:20Z,2026-01-27T07:16:00Z,2026-01-27T07:16:39Z,2026-01-27T07:18:47Z,2026-01-27T07:21:08Z
S09912,U05116,2026-01-13T13:57:44Z,Mobile,Social,2026-01-13T13:57:44Z,2026-01-13T13:58:38Z,,,
S09913,U02733,2026-01-04T12:22:10Z,Mobile,Paid Search,2026-01-04T12:22:10Z,2026-01-04T12:24:44Z,,,
S09914,U04721,2026-01-25T05:19:33Z,Desktop,Paid Search,2026-01-25T05:19:33Z,2026-01-25T05:20:52Z,,,
S09915,U03048,2026-02-20T07:31:20Z,Tablet,Paid Search,2026-02-20T07:31:20Z,2026-02-20T07:31:41Z,2026-02-20T07:34:05Z,2026-02-20T07:35:55Z,2026-02-20T07:38:44Z
S09916,U07082,2026-02-22T19:33:26Z,Mobile,Paid Search,2026-02-22T19:33:26Z,,,,
S09917,U04092,2026-01-15T00:46:58Z,Mobile,Organic,2026-01-15T00:46:58Z,,,,
S09918,U01905,2026-01-05T06:22:44Z,Tablet,Paid Search,2026-01-05T06:22:44Z,,,,
S09919,U07998,2026-02-12T00:39:04Z,Mobile,Social,2026-02-12T00:39:04Z,2026-02-12T00:41:50Z,2026-02-12T00:43:20Z,2026-02-12T00:45:52Z,2026-02-12T00:48:16Z
S09920,U03090,2026-01-19T06:42:28Z,Mobile,Email,2026-01-19T06:42:28Z,2026-01-19T06:42:51Z,,,
S09921,U02897,2026-02-07T19:02:27Z,Tablet,Organic,2026-02-07T19:02:27Z,,,,
S09922,U00736,2026-01-30T17:17:48Z,Desktop,Email,2026-01-30T17:17:48Z,,,,
S09923,U05608,2026-03-26T22:57:56Z,Mobile,Paid Search,2026-03-26T22:57:56Z,2026-03-26T22:58:44Z,,,
S09924,U06902,2026-02-01T06:15:40Z,Desktop,Paid Search,2026-02-01T06:15:40Z,,,,
S09925,U07629,2026-03-01T21:27:59Z,Desktop,Organic,2026-03-01T21:27:59Z,2026-03-01T21:28:09Z,,,
S09926,U04928,2026-01-22T06:33:43Z,Mobile,Organic,2026-01-22T06:33:43Z,2026-01-22T06:35:45Z,2026-01-22T06:35:56Z,2026-01-22T06:38:08Z,2026-01-22T06:38:58Z
S09927,U04287,2026-03-21T21:53:51Z,Desktop,Paid Search,2026-03-21T21:53:51Z,2026-03-21T21:55:19Z,2026-03-21T21:58:08Z,2026-03-21T22:00:01Z,2026-03-21T22:00:22Z
S09928,U01326,2026-03-09T19:37:27Z,Mobile,Social,2026-03-09T19:37:27Z,2026-03-09T19:40:02Z,,,
S09929,U04962,2026-02-26T05:37:28Z,Desktop,Organic,2026-02-26T05:37:28Z,2026-02-26T05:38:09Z,,,
S09930,U04666,2026-03-02T02:31:32Z,Mobile,Organic,2026-03-02T02:31:32Z,2026-03-02T02:32:26Z,,,
S09931,U06269,2026-03-14T04:59:22Z,Mobile,Paid Search,2026-03-14T04:59:22Z,2026-03-14T05:00:58Z,,,
S09932,U04142,2026-02-03T15:41:17Z,Desktop,Paid Search,2026-02-03T15:41:17Z,2026-02-03T15:42:35Z,2026-02-03T15:42:59Z,2026-02-03T15:45:41Z,
S09933,U06896,2026-01-30T05:45:48Z,Mobile,Paid Search,2026-01-30T05:45:48Z,2026-01-30T05:48:43Z,,,
S09934,U05913,2026-03-29T09:03:11Z,Mobile,Social,2026-03-29T09:03:11Z,,,,
S09935,U05478,2026-02-17T09:34:27Z,Mobile,Social,2026-02-17T09:34:27Z,2026-02-17T09:34:48Z,,,
S09936,U02980,2026-01-14T21:59:19Z,Mobile,Organic,2026-01-14T21:59:19Z,,,,
S09937,U05461,2026-03-07T15:30:58Z,Desktop,Social,2026-03-07T15:30:58Z,2026-03-07T15:33:09Z,2026-03-07T15:35:14Z,2026-03-07T15:35:56Z,2026-03-07T15:36:17Z
S09938,U06508,2026-03-31T12:45:57Z,Mobile,Organic,2026-03-31T12:45:57Z,2026-03-31T12:48:31Z,2026-03-31T12:50:41Z,2026-03-31T12:53:19Z,2026-03-31T12:53:39Z
S09939,U02933,2026-02-08T11:08:05Z,Desktop,Paid Search,2026-02-08T11:08:05Z,2026-02-08T11:08:17Z,,,
S09940,U07729,2026-02-24T01:19:18Z,Mobile,Email,2026-02-24T01:19:18Z,2026-02-24T01:22:00Z,,,
S09941,U03273,2026-01-31T13:42:21Z,Mobile,Organic,2026-01-31T13:42:21Z,2026-01-31T13:44:20Z,2026-01-31T13:46:40Z,,
S09942,U05151,2026-03-19T07:01:40Z,Mobile,Organic,2026-03-19T07:01:40Z,2026-03-19T07:03:30Z,,,
S09943,U03890,2026-02-01T19:45:41Z,Desktop,Organic,2026-02-01T19:45:41Z,2026-02-01T19:48:04Z,,,
S09944,U00717,2026-01-30T06:55:11Z,Desktop,Social,2026-01-30T06:55:11Z,2026-01-30T06:55:49Z,,,
S09945,U06374,2026-02-19T22:59:37Z,Mobile,Social,2026-02-19T22:59:37Z,2026-02-19T23:00:29Z,,,
S09946,U02240,2026-01-11T17:15:02Z,Desktop,Social,2026-01-11T17:15:02Z,,,,
S09947,U02810,2026-03-24T14:32:17Z,Mobile,Social,2026-03-24T14:32:17Z,,,,
S09948,U00502,2026-02-08T06:08:53Z,Mobile,Organic,2026-02-08T06:08:53Z,2026-02-08T06:09:05Z,,,
S09949,U00033,2026-01-09T19:14:12Z,Desktop,Paid Search,2026-01-09T19:14:12Z,2026-01-09T19:15:09Z,2026-01-09T19:15:49Z,2026-01-09T19:18:33Z,2026-01-09T19:20:21Z
S09950,U04970,2026-03-13T17:28:40Z,Desktop,Social,2026-03-13T17:28:40Z,2026-03-13T17:29:03Z,,,
S09951,U05226,2026-01-21T08:57:18Z,Mobile,Paid Search,2026-01-21T08:57:18Z,,,,
S09952,U00293,2026-01-29T10:13:09Z,Mobile,Organic,2026-01-29T10:13:09Z,2026-01-29T10:14:26Z,,,
S09953,U05278,2026-03-03T21:32:54Z,Desktop,Social,2026-03-03T21:32:54Z,2026-03-03T21:35:37Z,2026-03-03T21:35:50Z,2026-03-03T21:36:58Z,2026-03-03T21:38:31Z
S09954,U07797,2026-01-04T17:11:59Z,Desktop,Email,2026-01-04T17:11:59Z,2026-01-04T17:13:12Z,2026-01-04T17:14:17Z,2026-01-04T17:16:14Z,
S09955,U05642,2026-03-24T18:33:22Z,Desktop,Social,2026-03-24T18:33:22Z,,,,
S09956,U06655,2026-01-06T04:31:33Z,Desktop,Paid Search,2026-01-06T04:31:33Z,2026-01-06T04:33:02Z,2026-01-06T04:34:59Z,,
S09957,U05954,2026-02-24T05:32:20Z,Mobile,Social,2026-02-24T05:32:20Z,2026-02-24T05:33:48Z,,,
S09958,U05292,2026-03-08T22:48:16Z,Tablet,Organic,2026-03-08T22:48:16Z,2026-03-08T22:51:09Z,,,
S09959,U04046,2026-03-15T08:08:04Z,Mobile,Social,2026-03-15T08:08:04Z,2026-03-15T08:09:50Z,,,
S09960,U00525,2026-01-22T23:10:33Z,Mobile,Social,2026-01-22T23:10:33Z,,,,
S09961,U00242,2026-02-03T04:15:43Z,Desktop,Organic,2026-02-03T04:15:43Z,,,,
S09962,U00099,2026-03-23T10:45:20Z,Mobile,Paid Search,2026-03-23T10:45:20Z,2026-03-23T10:45:34Z,,,
S09963,U04800,2026-03-04T06:54:12Z,Desktop,Paid Search,2026-03-04T06:54:12Z,,,,
S09964,U05730,2026-01-14T23:11:00Z,Mobile,Paid Search,2026-01-14T23:11:00Z,2026-01-14T23:11:40Z,,,
S09965,U03666,2026-03-08T18:46:52Z,Mobile,Organic,2026-03-08T18:46:52Z,2026-03-08T18:48:49Z,2026-03-08T18:50:48Z,2026-03-08T18:53:34Z,
S09966,U05680,2026-02-17T20:52:21Z,Mobile,Organic,2026-02-17T20:52:21Z,2026-02-17T20:53:06Z,,,
S09967,U00236,2026-01-31T16:22:35Z,Mobile,Organic,2026-01-31T16:22:35Z,,,,
S09968,U07379,2026-02-19T13:00:58Z,Desktop,Paid Search,2026-02-19T13:00:58Z,2026-02-19T13:03:56Z,2026-02-19T13:05:16Z,2026-02-19T13:05:29Z,
S09969,U05432,2026-03-16T11:32:28Z,Mobile,Organic,2026-03-16T11:32:28Z,2026-03-16T11:33:07Z,,,
S09970,U05943,2026-02-09T21:05:08Z,Desktop,Paid Search,2026-02-09T21:05:08Z,2026-02-09T21:05:20Z,,,
S09971,U06735,2026-03-19T17:25:46Z,Tablet,Organic,2026-03-19T17:25:46Z,2026-03-19T17:28:14Z,,,
S09972,U02749,2026-01-30T07:02:31Z,Mobile,Paid Search,2026-01-30T07:02:31Z,2026-01-30T07:05:11Z,,,
S09973,U04470,2026-01-05T06:29:37Z,Desktop,Organic,2026-01-05T06:29:37Z,,,,
S09974,U04860,2026-02-06T21:33:39Z,Mobile,Organic,2026-02-06T21:33:39Z,2026-02-06T21:35:53Z,2026-02-06T21:37:29Z,,
S09975,U01396,2026-02-07T13:09:29Z,Mobile,Paid Search,2026-02-07T13:09:29Z,2026-02-07T13:12:24Z,,,
S09976,U04116,2026-01-04T20:35:00Z,Mobile,Organic,2026-01-04T20:35:00Z,,,,
S09977,U07021,2026-03-14T11:40:28Z,Desktop,Paid Search,2026-03-14T11:40:28Z,2026-03-14T11:41:32Z,,,
S09978,U01303,2026-01-19T15:35:02Z,Mobile,Organic,2026-01-19T15:35:02Z,2026-01-19T15:37:40Z,,,
S09979,U04712,2026-02-27T13:42:12Z,Mobile,Organic,2026-02-27T13:42:12Z,2026-02-27T13:42:39Z,2026-02-27T13:44:20Z,2026-02-27T13:45:29Z,2026-02-27T13:47:30Z
S09980,U05137,2026-01-21T21:09:38Z,Desktop,Organic,2026-01-21T21:09:38Z,2026-01-21T21:10:43Z,2026-01-21T21:13:02Z,2026-01-21T21:14:09Z,2026-01-21T21:15:22Z
S09981,U02356,2026-01-20T19:07:08Z,Mobile,Social,2026-01-20T19:07:08Z,,,,
S09982,U02114,2026-03-17T19:50:11Z,Mobile,Social,2026-03-17T19:50:11Z,,,,
S09983,U07335,2026-03-04T13:08:42Z,Mobile,Paid Search,2026-03-04T13:08:42Z,2026-03-04T13:10:36Z,,,
S09984,U02471,2026-03-09T01:04:57Z,Mobile,Social,2026-03-09T01:04:57Z,2026-03-09T01:05:38Z,,,
S09985,U06068,2026-02-07T16:50:29Z,Desktop,Email,2026-02-07T16:50:29Z,2026-02-07T16:51:00Z,,,
S09986,U07371,2026-01-03T01:24:16Z,Mobile,Organic,2026-01-03T01:24:16Z,2026-01-03T01:25:53Z,,,
S09987,U05204,2026-03-26T17:17:15Z,Mobile,Organic,2026-03-26T17:17:15Z,2026-03-26T17:19:05Z,2026-03-26T17:20:26Z,2026-03-26T17:22:56Z,
S09988,U03475,2026-03-31T18:22:23Z,Tablet,Social,2026-03-31T18:22:23Z,,,,
S09989,U02481,2026-01-05T01:31:10Z,Desktop,Paid Search,2026-01-05T01:31:10Z,,,,
S09990,U01505,2026-03-31T13:26:00Z,Desktop,Social,2026-03-31T13:26:00Z,,,,
S09991,U03815,2026-01-10T10:45:58Z,Desktop,Paid Search,2026-01-10T10:45:58Z,,,,
S09992,U00957,2026-01-22T17:05:50Z,Mobile,Paid Search,2026-01-22T17:05:50Z,2026-01-22T17:08:22Z,,,
S09993,U04435,2026-01-17T04:07:31Z,Mobile,Organic,2026-01-17T04:07:31Z,2026-01-17T04:07:41Z,,,
S09994,U06156,2026-02-18T15:22:38Z,Desktop,Email,2026-02-18T15:22:38Z,2026-02-18T15:23:52Z,,,
S09995,U01585,2026-03-16T10:28:41Z,Desktop,Organic,2026-03-16T10:28:41Z,2026-03-16T10:29:25Z,2026-03-16T10:31:19Z,,
S09996,U07174,2026-02-05T20:09:27Z,Mobile,Email,2026-02-05T20:09:27Z,2026-02-05T20:10:32Z,2026-02-05T20:12:52Z,2026-02-05T20:14:40Z,
S09997,U07970,2026-01-17T18:18:07Z,Tablet,Social,2026-01-17T18:18:07Z,2026-01-17T18:19:19Z,,,
S09998,U06655,2026-02-07T04:58:57Z,Desktop,Organic,2026-02-07T04:58:57Z,2026-02-07T04:59:48Z,2026-02-07T05:02:27Z,,
S09999,U06992,2026-02-15T01:29:40Z,Mobile,Organic,2026-02-15T01:29:40Z,,,,
S10000,U03702,2026-02-06T12:39:57Z,Mobile,Social,2026-02-06T12:39:57Z,,,,
S10001,U05343,2026-02-17T00:27:00Z,Desktop,Social,2026-02-17T00:27:00Z,2026-02-17T00:29:35Z,2026-02-17T00:32:30Z,2026-02-17T00:32:57Z,2026-02-17T00:33:28Z
S10002,U01114,2026-02-02T03:09:45Z,Mobile,Paid Search,2026-02-02T03:09:45Z,,,,
S10003,U00556,2026-01-23T18:28:08Z,Mobile,Organic,2026-01-23T18:28:08Z,,,,
S10004,U06425,2026-02-24T03:12:04Z,Mobile,Paid Search,2026-02-24T03:12:04Z,2026-02-24T03:12:53Z,,,
S10005,U02295,2026-03-17T18:22:54Z,Desktop,Social,2026-03-17T18:22:54Z,,,,
S10006,U07797,2026-03-28T10:32:36Z,Mobile,Email,2026-03-28T10:32:36Z,2026-03-28T10:34:45Z,2026-03-28T10:37:43Z,2026-03-28T10:39:48Z,
S10007,U05720,2026-02-23T15:37:48Z,Mobile,Paid Search,2026-02-23T15:37:48Z,2026-02-23T15:39:11Z,,,
S10008,U04008,2026-01-17T00:07:37Z,Desktop,Organic,2026-01-17T00:07:37Z,2026-01-17T00:10:32Z,,,
S10009,U02022,2026-03-15T22:16:24Z,Mobile,Organic,2026-03-15T22:16:24Z,2026-03-15T22:18:54Z,,,
S10010,U03522,2026-03-06T11:30:57Z,Mobile,Paid Search,2026-03-06T11:30:57Z,,,,
S10011,U00617,2026-01-01T12:38:24Z,Mobile,Organic,2026-01-01T12:38:24Z,,,,
S10012,U06374,2026-03-25T05:59:52Z,Mobile,Organic,2026-03-25T05:59:52Z,2026-03-25T06:02:13Z,,,
S10013,U03166,2026-02-05T14:23:47Z,Mobile,Paid Search,2026-02-05T14:23:47Z,,,,
S10014,U00517,2026-02-13T00:52:39Z,Mobile,Organic,2026-02-13T00:52:39Z,2026-02-13T00:53:48Z,2026-02-13T00:55:24Z,2026-02-13T00:56:10Z,
S10015,U06151,2026-03-27T00:19:15Z,Desktop,Paid Search,2026-03-27T00:19:15Z,,,,
S10016,U02174,2026-01-11T13:07:13Z,Mobile,Paid Search,2026-01-11T13:07:13Z,2026-01-11T13:08:58Z,,,
S10017,U03039,2026-01-02T10:46:58Z,Mobile,Email,2026-01-02T10:46:58Z,2026-01-02T10:47:51Z,2026-01-02T10:50:48Z,2026-01-02T10:51:36Z,
S10018,U03451,2026-03-13T00:50:43Z,Desktop,Social,2026-03-13T00:50:43Z,2026-03-13T00:53:18Z,,,
S10019,U02644,2026-03-31T10:32:09Z,Desktop,Organic,2026-03-31T10:32:09Z,2026-03-31T10:34:07Z,,,
S10020,U07605,2026-03-23T20:11:27Z,Mobile,Social,2026-03-23T20:11:27Z,2026-03-23T20:13:05Z,2026-03-23T20:13:40Z,2026-03-23T20:16:24Z,2026-03-23T20:16:57Z
S10021,U01641,2026-03-29T21:48:47Z,Mobile,Paid Search,2026-03-29T21:48:47Z,,,,
S10022,U07138,2026-01-21T18:52:00Z,Desktop,Paid Search,2026-01-21T18:52:00Z,,,,
S10023,U05398,2026-03-24T12:31:01Z,Mobile,Email,2026-03-24T12:31:01Z,2026-03-24T12:33:31Z,,,
S10024,U03808,2026-03-16T20:00:39Z,Mobile,Social,2026-03-16T20:00:39Z,2026-03-16T20:01:16Z,,,
S10025,U04390,2026-01-21T02:55:49Z,Mobile,Paid Search,2026-01-21T02:55:49Z,2026-01-21T02:56:59Z,,,
S10026,U00239,2026-02-15T12:33:21Z,Mobile,Organic,2026-02-15T12:33:21Z,,,,
S10027,U03590,2026-03-16T08:55:22Z,Desktop,Paid Search,2026-03-16T08:55:22Z,2026-03-16T08:57:41Z,,,
S10028,U00754,2026-01-01T09:27:50Z,Mobile,Organic,2026-01-01T09:27:50Z,2026-01-01T09:30:04Z,,,
S10029,U00337,2026-01-17T17:56:18Z,Desktop,Paid Search,2026-01-17T17:56:18Z,2026-01-17T17:56:59Z,2026-01-17T17:59:00Z,,
S10030,U06039,2026-02-23T08:34:21Z,Desktop,Organic,2026-02-23T08:34:21Z,,,,
S10031,U03739,2026-01-04T18:33:27Z,Mobile,Paid Search,2026-01-04T18:33:27Z,2026-01-04T18:36:22Z,,,
S10032,U07216,2026-03-19T08:09:55Z,Desktop,Paid Search,2026-03-19T08:09:55Z,2026-03-19T08:10:09Z,2026-03-19T08:11:32Z,2026-03-19T08:13:20Z,2026-03-19T08:15:11Z
S10033,U00871,2026-02-03T15:42:02Z,Mobile,Organic,2026-02-03T15:42:02Z,2026-02-03T15:43:28Z,2026-02-03T15:46:04Z,,
S10034,U00066,2026-03-25T03:43:40Z,Mobile,Organic,2026-03-25T03:43:40Z,2026-03-25T03:44:15Z,,,
S10035,U02656,2026-01-09T06:54:51Z,Mobile,Paid Search,2026-01-09T06:54:51Z,2026-01-09T06:57:25Z,2026-01-09T07:00:17Z,2026-01-09T07:02:12Z,
S10036,U05445,2026-01-14T17:32:39Z,Mobile,Social,2026-01-14T17:32:39Z,,,,
S10037,U03619,2026-03-20T17:49:03Z,Mobile,Paid Search,2026-03-20T17:49:03Z,2026-03-20T17:49:42Z,,,
S10038,U03186,2026-02-06T02:09:03Z,Desktop,Organic,2026-02-06T02:09:03Z,,,,
S10039,U02946,2026-02-11T20:31:35Z,Mobile,Email,2026-02-11T20:31:35Z,2026-02-11T20:34:21Z,,,
S10040,U04112,2026-01-18T19:26:45Z,Desktop,Social,2026-01-18T19:26:45Z,,,,
S10041,U06686,2026-01-25T18:01:13Z,Mobile,Paid Search,2026-01-25T18:01:13Z,2026-01-25T18:03:03Z,,,
S10042,U02587,2026-03-18T20:27:55Z,Mobile,Paid Search,2026-03-18T20:27:55Z,2026-03-18T20:29:23Z,,,
S10043,U00226,2026-01-16T01:40:29Z,Desktop,Organic,2026-01-16T01:40:29Z,,,,
S10044,U02888,2026-01-31T14:27:34Z,Desktop,Social,2026-01-31T14:27:34Z,,,,
S10045,U00354,2026-03-02T14:29:23Z,Mobile,Paid Search,2026-03-02T14:29:23Z,2026-03-02T14:30:08Z,,,
S10046,U02826,2026-01-23T06:54:03Z,Desktop,Paid Search,2026-01-23T06:54:03Z,2026-01-23T06:55:03Z,,,
S10047,U00459,2026-02-09T17:11:33Z,Mobile,Email,2026-02-09T17:11:33Z,2026-02-09T17:12:27Z,,,
S10048,U04638,2026-03-26T00:23:57Z,Mobile,Paid Search,2026-03-26T00:23:57Z,,,,
S10049,U04674,2026-01-28T12:15:58Z,Mobile,Paid Search,2026-01-28T12:15:58Z,2026-01-28T12:18:29Z,,,
S10050,U05605,2026-02-27T21:48:45Z,Mobile,Email,2026-02-27T21:48:45Z,2026-02-27T21:50:37Z,,,
S10051,U00140,2026-03-15T02:56:34Z,Mobile,Organic,2026-03-15T02:56:34Z,,,,
S10052,U02155,2026-01-29T06:30:38Z,Desktop,Organic,2026-01-29T06:30:38Z,2026-01-29T06:33:32Z,,,
S10053,U04003,2026-03-14T04:06:10Z,Desktop,Social,2026-03-14T04:06:10Z,2026-03-14T04:07:44Z,,,
S10054,U02456,2026-01-14T13:06:08Z,Desktop,Paid Search,2026-01-14T13:06:08Z,2026-01-14T13:08:36Z,2026-01-14T13:10:49Z,,
S10055,U04159,2026-02-28T06:43:01Z,Mobile,Organic,2026-02-28T06:43:01Z,,,,
S10056,U00977,2026-01-26T22:10:50Z,Desktop,Organic,2026-01-26T22:10:50Z,2026-01-26T22:12:21Z,,,
S10057,U03175,2026-02-07T19:07:02Z,Mobile,Organic,2026-02-07T19:07:02Z,2026-02-07T19:09:18Z,2026-02-07T19:11:42Z,,
S10058,U01045,2026-02-21T04:35:45Z,Mobile,Paid Search,2026-02-21T04:35:45Z,2026-02-21T04:36:50Z,,,
S10059,U01791,2026-01-07T01:07:33Z,Desktop,Organic,2026-01-07T01:07:33Z,2026-01-07T01:09:05Z,2026-01-07T01:11:48Z,,
S10060,U07791,2026-02-10T17:59:04Z,Mobile,Organic,2026-02-10T17:59:04Z,2026-02-10T18:01:21Z,2026-02-10T18:03:49Z,2026-02-10T18:06:04Z,
S10061,U01008,2026-01-10T13:06:17Z,Mobile,Organic,2026-01-10T13:06:17Z,,,,
S10062,U03644,2026-02-12T08:45:42Z,Desktop,Organic,2026-02-12T08:45:42Z,2026-02-12T08:47:29Z,,,
S10063,U04313,2026-01-06T08:01:55Z,Mobile,Social,2026-01-06T08:01:55Z,,,,
S10064,U01310,2026-01-31T22:20:49Z,Desktop,Paid Search,2026-01-31T22:20:49Z,,,,
S10065,U00606,2026-03-07T06:51:10Z,Tablet,Paid Search,2026-03-07T06:51:10Z,2026-03-07T06:53:12Z,2026-03-07T06:55:42Z,,
S10066,U05153,2026-01-27T00:22:24Z,Mobile,Organic,2026-01-27T00:22:24Z,2026-01-27T00:23:53Z,2026-01-27T00:25:25Z,2026-01-27T00:27:18Z,
S10067,U05379,2026-03-29T17:39:50Z,Desktop,Paid Search,2026-03-29T17:39:50Z,,,,
S10068,U01711,2026-02-28T11:33:10Z,Desktop,Paid Search,2026-02-28T11:33:10Z,,,,
S10069,U04475,2026-03-29T06:59:12Z,Tablet,Organic,2026-03-29T06:59:12Z,,,,
S10070,U06141,2026-03-25T08:52:58Z,Desktop,Organic,2026-03-25T08:52:58Z,2026-03-25T08:53:30Z,2026-03-25T08:55:45Z,2026-03-25T08:58:38Z,
S10071,U07516,2026-01-01T19:27:22Z,Tablet,Social,2026-01-01T19:27:22Z,2026-01-01T19:29:08Z,,,
S10072,U01909,2026-01-19T18:19:38Z,Mobile,Organic,2026-01-19T18:19:38Z,,,,
S10073,U00481,2026-01-09T00:33:52Z,Mobile,Social,2026-01-09T00:33:52Z,,,,
S10074,U02047,2026-03-08T04:04:13Z,Mobile,Organic,2026-03-08T04:04:13Z,2026-03-08T04:05:07Z,,,
S10075,U00845,2026-03-29T13:26:42Z,Mobile,Paid Search,2026-03-29T13:26:42Z,2026-03-29T13:29:26Z,,,
S10076,U01307,2026-02-22T17:12:01Z,Mobile,Paid Search,2026-02-22T17:12:01Z,2026-02-22T17:14:58Z,2026-02-22T17:15:10Z,2026-02-22T17:17:04Z,
S10077,U01136,2026-02-23T22:22:19Z,Mobile,Social,2026-02-23T22:22:19Z,2026-02-23T22:24:22Z,,,
S10078,U06214,2026-01-27T20:29:51Z,Desktop,Email,2026-01-27T20:29:51Z,2026-01-27T20:31:39Z,2026-01-27T20:31:54Z,2026-01-27T20:32:56Z,2026-01-27T20:34:18Z
S10079,U07574,2026-01-21T19:50:51Z,Desktop,Social,2026-01-21T19:50:51Z,2026-01-21T19:53:49Z,,,
S10080,U02777,2026-03-27T13:45:42Z,Mobile,Social,2026-03-27T13:45:42Z,2026-03-27T13:48:08Z,2026-03-27T13:48:20Z,,
S10081,U01807,2026-02-05T17:58:55Z,Desktop,Social,2026-02-05T17:58:55Z,2026-02-05T18:01:36Z,2026-02-05T18:04:13Z,2026-02-05T18:06:17Z,2026-02-05T18:08:37Z
S10082,U01748,2026-01-23T10:07:59Z,Mobile,Paid Search,2026-01-23T10:07:59Z,2026-01-23T10:09:04Z,,,
S10083,U05591,2026-03-01T05:21:20Z,Mobile,Social,2026-03-01T05:21:20Z,2026-03-01T05:24:15Z,,,
S10084,U02267,2026-01-14T09:51:08Z,Desktop,Organic,2026-01-14T09:51:08Z,,,,
S10085,U00407,2026-01-18T17:01:42Z,Mobile,Social,2026-01-18T17:01:42Z,2026-01-18T17:03:26Z,,,
S10086,U06513,2026-01-02T22:23:21Z,Mobile,Organic,2026-01-02T22:23:21Z,,,,
S10087,U04860,2026-03-01T10:19:13Z,Desktop,Email,2026-03-01T10:19:13Z,2026-03-01T10:19:56Z,2026-03-01T10:21:50Z,2026-03-01T10:23:47Z,2026-03-01T10:25:41Z
